"Position","Name","Salary","GameInfo","AvgPointsPerGame","Team","Opponent","Projection","Projection_dfn","Actual_fpts"
"PG","TJ McConnell",4100,"SAC@PHI 12/19/2017 07:00PM ET",20.293,"PHI","SAC",18.04,20.9,13
"SG/SF","JR Smith",4000,"CLE@MIL 12/19/2017 08:00PM ET",18.177,"CLE","MIL",18.17,18.4,5
"PG/SG","Frank Mason III",3900,"SAC@PHI 12/19/2017 07:00PM ET",15.841,"SAC","PHI",0,19.2,24.5
"PG/SG","Markelle Fultz",3800,"SAC@PHI 12/19/2017 07:00PM ET",12.438,"PHI","SAC",0,0,0
"PF/C","Amir Johnson",3700,"SAC@PHI 12/19/2017 07:00PM ET",14.952,"PHI","SAC",11.28,16.4,19.25
"PG","Jose Calderon",3700,"CLE@MIL 12/19/2017 08:00PM ET",10.693,"CLE","MIL",10.31,12.1,19.5
"SG/SF","Tony Snell",3700,"CLE@MIL 12/19/2017 08:00PM ET",16.141,"MIL","CLE",9.74,12.9,16
"PG/SG","Garrett Temple",3600,"SAC@PHI 12/19/2017 07:00PM ET",16,"SAC","PHI",13.92,12.1,27
"SG/SF","Kyle Korver",3600,"CLE@MIL 12/19/2017 08:00PM ET",17.355,"CLE","MIL",15.3,14.8,7.5
"PG/SG","Tomas Satoransky",3500,"NO@WAS 12/19/2017 07:00PM ET",13.31,"WAS","NO",0,16.3,21.75
"PG","Tim Frazier",3500,"NO@WAS 12/19/2017 07:00PM ET",13.422,"WAS","NO",0,0,5
"SF/PF","Dante Cunningham",3500,"NO@WAS 12/19/2017 07:00PM ET",13.784,"NO","WAS",13.76,13.6,3.25
"PG/SG","Iman Shumpert",3500,"CLE@MIL 12/19/2017 08:00PM ET",12.192,"CLE","MIL",0,0,0
"SF/PF","Jae Crowder",3500,"CLE@MIL 12/19/2017 08:00PM ET",15.734,"CLE","MIL",13.49,14.9,22
"PF/C","Tristan Thompson",3500,"CLE@MIL 12/19/2017 08:00PM ET",11.341,"CLE","MIL",11.73,11.9,19.75
"SF","Darius Miller",3400,"NO@WAS 12/19/2017 07:00PM ET",13.233,"NO","WAS",13.63,14.3,4.75
"PG/SG","Jameer Nelson",3400,"NO@WAS 12/19/2017 07:00PM ET",17.298,"NO","WAS",14.38,15.1,8.75
"C","Ian Mahinmi",3400,"NO@WAS 12/19/2017 07:00PM ET",10.813,"WAS","NO",12.63,12.7,14.25
"PG/SG","Jerryd Bayless",3400,"SAC@PHI 12/19/2017 07:00PM ET",16.227,"PHI","SAC",7.96,12.1,22.25
"C","Kosta Koufos",3400,"SAC@PHI 12/19/2017 07:00PM ET",16.302,"SAC","PHI",15.11,14.5,13
"PF/C","Thon Maker",3400,"CLE@MIL 12/19/2017 08:00PM ET",12.429,"MIL","CLE",12.72,12.5,15.75
"PG","Derrick Rose",3400,"CLE@MIL 12/19/2017 08:00PM ET",19.786,"CLE","MIL",0,0,0
"SG/SF","DeAndre Liggins",3300,"CLE@MIL 12/19/2017 08:00PM ET",7.55,"MIL","CLE",7.23,0,4.75
"SF/PF","Jakarr Sampson",3200,"SAC@PHI 12/19/2017 07:00PM ET",13.75,"SAC","PHI",0,0,0
"PF/C","Skal Labissiere",3200,"SAC@PHI 12/19/2017 07:00PM ET",14.796,"SAC","PHI",9.78,12.5,5.5
"SF/PF","Mirza Teletovic",3200,"CLE@MIL 12/19/2017 08:00PM ET",13.175,"MIL","CLE",0,0,0
"PG/SG","Matthew Dellavedova",3200,"CLE@MIL 12/19/2017 08:00PM ET",12.962,"MIL","CLE",9.84,9.7,8.5
"PF/C","Channing Frye",3200,"CLE@MIL 12/19/2017 08:00PM ET",9.362,"CLE","MIL",6.61,0,0
"SG","Jodie Meeks",3100,"NO@WAS 12/19/2017 07:00PM ET",10.983,"WAS","NO",10.62,12,6.5
"SG/SF","Tony Allen",3100,"NO@WAS 12/19/2017 07:00PM ET",8.898,"NO","WAS",0,0,0
"SG/SF","Vince Carter",3100,"SAC@PHI 12/19/2017 07:00PM ET",8.263,"SAC","PHI",9.39,0,14.25
"PG/SG","Ian Clark",3000,"NO@WAS 12/19/2017 07:00PM ET",9.354,"NO","WAS",0,0,5.75
"PF/C","Jason Smith",3000,"NO@WAS 12/19/2017 07:00PM ET",7.083,"WAS","NO",0,0,0
"SG","Sheldon Mac",3000,"NO@WAS 12/19/2017 07:00PM ET",0,"WAS","NO",0,0,0
"PF","Mike Young",3000,"NO@WAS 12/19/2017 07:00PM ET",0,"WAS","NO",0,0,0
"SG","Devin Robinson",3000,"NO@WAS 12/19/2017 07:00PM ET",0,"WAS","NO",0,0,0
"PF/C","Chris McCullough",3000,"NO@WAS 12/19/2017 07:00PM ET",6.321,"WAS","NO",0,0,0
"SF/PF","Solomon Hill",3000,"NO@WAS 12/19/2017 07:00PM ET",0,"NO","WAS",0,0,0
"C","Alexis Ajinca",3000,"NO@WAS 12/19/2017 07:00PM ET",0,"NO","WAS",0,0,0
"C","Omer Asik",3000,"NO@WAS 12/19/2017 07:00PM ET",4.906,"NO","WAS",0,0,5.75
"SF","Jalen Jones",3000,"NO@WAS 12/19/2017 07:00PM ET",2.313,"NO","WAS",0,0,0
"SG","Charles Cooke",3000,"NO@WAS 12/19/2017 07:00PM ET",2.75,"NO","WAS",0,0,4.5
"PF","Cheick Diallo",3000,"NO@WAS 12/19/2017 07:00PM ET",5.55,"NO","WAS",0,0,5.75
"PG","Frank Jackson",3000,"NO@WAS 12/19/2017 07:00PM ET",0,"NO","WAS",0,0,0
"SG/SF","Timothe Luwawu-Cabarrot",3000,"SAC@PHI 12/19/2017 07:00PM ET",10.635,"PHI","SAC",6.24,0,6.75
"C","Georgios Papagiannis",3000,"SAC@PHI 12/19/2017 07:00PM ET",7.167,"SAC","PHI",0,0,0
"PF/C","Harry Giles",3000,"SAC@PHI 12/19/2017 07:00PM ET",0,"SAC","PHI",0,0,0
"PF","Jack Cooley",3000,"SAC@PHI 12/19/2017 07:00PM ET",4.75,"SAC","PHI",0,0,0
"SG/SF","Justin Jackson",3000,"SAC@PHI 12/19/2017 07:00PM ET",9.7,"SAC","PHI",6.71,13.6,11
"SG/SF","Malachi Richardson",3000,"SAC@PHI 12/19/2017 07:00PM ET",6.654,"SAC","PHI",0,0,9.5
"SG/SF","Furkan Korkmaz",3000,"SAC@PHI 12/19/2017 07:00PM ET",3.583,"PHI","SAC",0,0,0
"SG/SF","Justin Anderson",3000,"SAC@PHI 12/19/2017 07:00PM ET",9.875,"PHI","SAC",0,0,0
"PF","James Michael McAdoo",3000,"SAC@PHI 12/19/2017 07:00PM ET",5,"PHI","SAC",0,0,0
"PG","Jacob Pullen",3000,"SAC@PHI 12/19/2017 07:00PM ET",0,"PHI","SAC",0,0,0
"SG","Gary Payton II",3000,"CLE@MIL 12/19/2017 08:00PM ET",6.021,"MIL","CLE",0,0,0
"SG/SF","Rashad Vaughn",3000,"CLE@MIL 12/19/2017 08:00PM ET",7.433,"MIL","CLE",0,0,0
"PF/C","DJ Wilson",3000,"CLE@MIL 12/19/2017 08:00PM ET",1.475,"MIL","CLE",0,0,0
"SG","Sterling Brown",3000,"CLE@MIL 12/19/2017 08:00PM ET",5.929,"MIL","CLE",0,0,5.25
"PF","Joel Bolomboy",3000,"CLE@MIL 12/19/2017 08:00PM ET",3.5,"MIL","CLE",0,0,0
"PG/SG","Jason Terry",3000,"CLE@MIL 12/19/2017 08:00PM ET",5.972,"MIL","CLE",4.53,0,0
"SG/SF","John Holland",3000,"CLE@MIL 12/19/2017 08:00PM ET",1.833,"CLE","MIL",0,0,0
"PG","London Perrantes",3000,"CLE@MIL 12/19/2017 08:00PM ET",0,"CLE","MIL",0,0,0
"SG/SF","Cedi Osman",3000,"CLE@MIL 12/19/2017 08:00PM ET",5.786,"CLE","MIL",5.36,0,0.75
"PF/C","Ante Zizic",3000,"CLE@MIL 12/19/2017 08:00PM ET",3.775,"CLE","MIL",0,0,0
