"Position","Name","Salary","GameInfo","AvgPointsPerGame","Team","Opponent","Projection","Projection_dfn","Actual_fpts"
"PG/SG","Tyler Johnson",5400,"DAL@MIA 12/22/2017 08:00PM ET",21.362,"MIA","DAL",30.36,29.6,33.25
"C","Dewayne Dedmon",5100,"ATL@OKC 12/22/2017 08:00PM ET",25.038,"ATL","OKC",0,0,0
"PF/C","John Collins",5000,"ATL@OKC 12/22/2017 08:00PM ET",24.5,"ATL","OKC",26.52,25.7,32.25
"PG/SG","JJ Barea",5000,"DAL@MIA 12/22/2017 08:00PM ET",25.344,"DAL","MIA",23.67,21.6,0
"PG/SG","Milos Teodosic",4900,"LAC@HOU 12/22/2017 08:00PM ET",21.214,"LAC","HOU",0,0,0
"SG/SF","Jeremy Lamb",4900,"CHA@MIL 12/22/2017 08:00PM ET",27.033,"CHA","MIL",24.12,22.9,21
"SF/PF","Jabari Parker",4900,"CHA@MIL 12/22/2017 08:00PM ET",0,"MIL","CHA",0,0,0
"PG/SG","Yogi Ferrell",4800,"DAL@MIA 12/22/2017 08:00PM ET",19.539,"DAL","MIA",16.98,17,34.5
"PG/SG","Dennis Smith",4800,"DAL@MIA 12/22/2017 08:00PM ET",27.042,"DAL","MIA",25.1,24.8,19
"PG/SG","Malcolm Brogdon",4700,"CHA@MIL 12/22/2017 08:00PM ET",24.116,"MIL","CHA",22.32,23.2,32
"SF/PF","Ersan Ilyasova",4600,"ATL@OKC 12/22/2017 08:00PM ET",20.175,"ATL","OKC",22.49,23.4,30.75
"SG/SF","Wesley Matthews",4600,"DAL@MIA 12/22/2017 08:00PM ET",22.914,"DAL","MIA",23.09,21.1,15.5
"PF/C","Dirk Nowitzki",4500,"DAL@MIA 12/22/2017 08:00PM ET",22.867,"DAL","MIA",21.49,22,31.5
"SF/PF","PJ Tucker",4400,"LAC@HOU 12/22/2017 08:00PM ET",18.325,"HOU","LAC",27.35,26.2,17.5
"PF/C","Ryan Anderson",4400,"LAC@HOU 12/22/2017 08:00PM ET",20.905,"HOU","LAC",26.59,24.9,33.5
"C","John Henson",4400,"CHA@MIL 12/22/2017 08:00PM ET",21.777,"MIL","CHA",23.34,24.1,16
"SF","Michael Kidd-Gilchrist",4400,"CHA@MIL 12/22/2017 08:00PM ET",20.87,"CHA","MIL",20.43,21.3,24.75
"PF/C","Bam Adebayo",4300,"DAL@MIA 12/22/2017 08:00PM ET",15.227,"MIA","DAL",26.3,22.6,33
"SG/SF","Wesley Johnson",4100,"LAC@HOU 12/22/2017 08:00PM ET",17.045,"LAC","HOU",0,0,0
"PG/SG","Seth Curry",4000,"DAL@MIA 12/22/2017 08:00PM ET",0,"DAL","MIA",0,0,0
"SF/PF","Marvin Williams",4000,"CHA@MIL 12/22/2017 08:00PM ET",19.145,"CHA","MIL",17.79,18,35
"SG/SF","Wayne Ellington",3900,"DAL@MIA 12/22/2017 08:00PM ET",16.032,"MIA","DAL",22.34,21.9,35.75
"PF/C","Jordan Mickey",3900,"DAL@MIA 12/22/2017 08:00PM ET",13.55,"MIA","DAL",24.63,21,10.75
"SF/PF","Justise Winslow",3900,"DAL@MIA 12/22/2017 08:00PM ET",18,"MIA","DAL",0,0,0
"PF","Maxi Kleber",3900,"DAL@MIA 12/22/2017 08:00PM ET",13.077,"DAL","MIA",16.12,16.7,1.25
"PF/C","Frank Kaminsky",3900,"CHA@MIL 12/22/2017 08:00PM ET",18.938,"CHA","MIL",15.68,17.6,27.25
"C","Cody Zeller",3800,"CHA@MIL 12/22/2017 08:00PM ET",17.882,"CHA","MIL",0,0,0
"SG","Marco Belinelli",3700,"ATL@OKC 12/22/2017 08:00PM ET",20,"ATL","OKC",15.59,20.9,40.75
"C","Nene Hilario",3700,"LAC@HOU 12/22/2017 08:00PM ET",14.42,"HOU","LAC",0,22.8,5.5
"SF/PF","Jamil Wilson",3700,"LAC@HOU 12/22/2017 08:00PM ET",12.479,"LAC","HOU",15.73,18,6
"SF/PF","Sam Dekker",3700,"LAC@HOU 12/22/2017 08:00PM ET",9.106,"LAC","HOU",12.89,13.9,23.75
"SG/SF","Tony Snell",3700,"CHA@MIL 12/22/2017 08:00PM ET",16.135,"MIL","CHA",16.14,13.4,4
"PF","Tyler Cavanaugh",3600,"ATL@OKC 12/22/2017 08:00PM ET",12.145,"ATL","OKC",0,0,12
"PG/SG","Devin Harris",3600,"DAL@MIA 12/22/2017 08:00PM ET",16.577,"DAL","MIA",16.96,15.3,1.5
"PF/C","Montrezl Harrell",3600,"LAC@HOU 12/22/2017 08:00PM ET",13.208,"LAC","HOU",20.45,20.2,6.25
"C","Miles Plumlee",3500,"ATL@OKC 12/22/2017 08:00PM ET",11.625,"ATL","OKC",15.85,14.6,6.25
"SF/PF","Jerami Grant",3500,"ATL@OKC 12/22/2017 08:00PM ET",16.725,"OKC","ATL",16.66,15.8,9.5
"SG/SF","DeAndre' Bembry",3500,"ATL@OKC 12/22/2017 08:00PM ET",12.103,"ATL","OKC",0,14.5,0
"PG","Jawun Evans",3500,"LAC@HOU 12/22/2017 08:00PM ET",11.217,"LAC","HOU",16.99,18.3,25.25
"PG/SG","Malcolm Delaney",3400,"ATL@OKC 12/22/2017 08:00PM ET",11.826,"ATL","OKC",0,11.8,35
"SG/SF","Andre Roberson",3400,"ATL@OKC 12/22/2017 08:00PM ET",15.664,"OKC","ATL",14.73,16,18.25
"SG/SF","Alex Abrines",3400,"ATL@OKC 12/22/2017 08:00PM ET",9.828,"OKC","ATL",6.73,8.2,0.5
"SG","CJ Williams",3400,"LAC@HOU 12/22/2017 08:00PM ET",9.132,"LAC","HOU",13.94,16.4,17
"PF/C","Thon Maker",3400,"CHA@MIL 12/22/2017 08:00PM ET",12.543,"MIL","CHA",13.1,11.4,8.5
"PG","Isaiah Taylor",3300,"ATL@OKC 12/22/2017 08:00PM ET",11.688,"ATL","OKC",10.67,13.4,20.75
"SG/SF","DeAndre Liggins",3300,"CHA@MIL 12/22/2017 08:00PM ET",7.442,"MIL","CHA",6.5,6.7,7
"PG","Michael Carter-Williams",3300,"CHA@MIL 12/22/2017 08:00PM ET",13.425,"CHA","MIL",10.44,11.2,16.5
"PF/C","Patrick Patterson",3200,"ATL@OKC 12/22/2017 08:00PM ET",8.081,"OKC","ATL",7.33,8.5,8.75
"PF/C","Dwight Powell",3200,"DAL@MIA 12/22/2017 08:00PM ET",15.798,"DAL","MIA",14.53,15.1,18
"SF/PF","Luc Richard Mbah a Moute",3200,"LAC@HOU 12/22/2017 08:00PM ET",15.948,"HOU","LAC",0,0,0
"PG/SG","Matthew Dellavedova",3200,"CHA@MIL 12/22/2017 08:00PM ET",12.643,"MIL","CHA",8.43,9.1,6
"SF/PF","Mirza Teletovic",3200,"CHA@MIL 12/22/2017 08:00PM ET",13.175,"MIL","CHA",0,0,0
"PG/SG","Raymond Felton",3100,"ATL@OKC 12/22/2017 08:00PM ET",14.065,"OKC","ATL",14.21,12.9,14.75
"SF/PF","Luke Babbitt",3100,"ATL@OKC 12/22/2017 08:00PM ET",12.393,"ATL","OKC",5.77,7.5,0
"PF/C","Nick Collison",3000,"ATL@OKC 12/22/2017 08:00PM ET",3.625,"OKC","ATL",0,0,0
"SG/SF","Kyle Singler",3000,"ATL@OKC 12/22/2017 08:00PM ET",4.25,"OKC","ATL",0,0,0
"C","Mike Muscala",3000,"ATL@OKC 12/22/2017 08:00PM ET",16.333,"ATL","OKC",0,0,0
"SF/PF","Josh Huestis",3000,"ATL@OKC 12/22/2017 08:00PM ET",6.52,"OKC","ATL",8.02,8.3,18
"C","Dakari Johnson",3000,"ATL@OKC 12/22/2017 08:00PM ET",6.333,"OKC","ATL",0,0,0
"PG","Josh Magette",3000,"ATL@OKC 12/22/2017 08:00PM ET",6.188,"ATL","OKC",0,0,0
"SF","Daniel Hamilton",3000,"ATL@OKC 12/22/2017 08:00PM ET",0,"OKC","ATL",0,0,0
"PG/SG","Tyler Dorsey",3000,"ATL@OKC 12/22/2017 08:00PM ET",4.05,"ATL","OKC",0,0,0
"PG/SG","PJ Dozier",3000,"ATL@OKC 12/22/2017 08:00PM ET",0,"OKC","ATL",0,0,0
"SG/SF","Terrance Ferguson",3000,"ATL@OKC 12/22/2017 08:00PM ET",2.413,"OKC","ATL",0,0,0
"PF/C","Udonis Haslem",3000,"DAL@MIA 12/22/2017 08:00PM ET",2.15,"MIA","DAL",0,0,2.75
"PF/C","Josh McRoberts",3000,"DAL@MIA 12/22/2017 08:00PM ET",0,"DAL","MIA",0,0,0
"SG/SF","Rodney McGruder",3000,"DAL@MIA 12/22/2017 08:00PM ET",0,"MIA","DAL",0,0,0
"SF/PF","Okaro White",3000,"DAL@MIA 12/22/2017 08:00PM ET",8.45,"MIA","DAL",0,0,0
"C","Salah Mejri",3000,"DAL@MIA 12/22/2017 08:00PM ET",11.846,"DAL","MIA",8.41,0,12.25
"SG","Kyle Collinsworth",3000,"DAL@MIA 12/22/2017 08:00PM ET",6.25,"DAL","MIA",0,0,5.25
"SF","Dorian Finney-Smith",3000,"DAL@MIA 12/22/2017 08:00PM ET",5.875,"DAL","MIA",0,0,0
"C","AJ Hammons",3000,"DAL@MIA 12/22/2017 08:00PM ET",0,"MIA","DAL",0,0,0
"SG","Matt Williams",3000,"DAL@MIA 12/22/2017 08:00PM ET",0,"MIA","DAL",0,0,0
"PF","Nerlens Noel",3000,"DAL@MIA 12/22/2017 08:00PM ET",12.132,"DAL","MIA",0,0,0
"PG/SG","Derrick Walton",3000,"DAL@MIA 12/22/2017 08:00PM ET",2.031,"MIA","DAL",4.77,0,17.5
"PF/C","Johnathan Motley",3000,"DAL@MIA 12/22/2017 08:00PM ET",7.25,"DAL","MIA",0,0,0
"PG","Bobby Brown",3000,"LAC@HOU 12/22/2017 08:00PM ET",4.292,"HOU","LAC",8.2,0,0
"PG/SG","Patrick Beverley",3000,"LAC@HOU 12/22/2017 08:00PM ET",25.977,"LAC","HOU",0,0,0
"C","Willie Reed",3000,"LAC@HOU 12/22/2017 08:00PM ET",10.19,"LAC","HOU",3.57,0,10.75
"PF/C","Tarik Black",3000,"LAC@HOU 12/22/2017 08:00PM ET",7.359,"HOU","LAC",15.37,11.8,15.75
"PG","Briante Weber",3000,"LAC@HOU 12/22/2017 08:00PM ET",1.688,"HOU","LAC",0,0,8
"PF/C","Brice Johnson",3000,"LAC@HOU 12/22/2017 08:00PM ET",5.969,"LAC","HOU",0,0,0
"SG","Sindarius Thornwell",3000,"LAC@HOU 12/22/2017 08:00PM ET",8.342,"LAC","HOU",8.12,7.3,0
"PG","Demetrius Jackson",3000,"LAC@HOU 12/22/2017 08:00PM ET",2.854,"HOU","LAC",0,7.1,0
"SG","Troy Williams",3000,"LAC@HOU 12/22/2017 08:00PM ET",3.25,"HOU","LAC",0,0,0
"PF/C","Chinanu Onuaku",3000,"LAC@HOU 12/22/2017 08:00PM ET",0,"HOU","LAC",0,0,0
"PF/C","Zhou Qi",3000,"LAC@HOU 12/22/2017 08:00PM ET",3.731,"HOU","LAC",0,0,0
"PG/SG","Jason Terry",3000,"CHA@MIL 12/22/2017 08:00PM ET",5.972,"MIL","CHA",0,0,0
"PG/SG","Julyan Stone",3000,"CHA@MIL 12/22/2017 08:00PM ET",7.25,"CHA","MIL",0,0,0
"PG/SG","Sean Kilpatrick",3000,"CHA@MIL 12/22/2017 08:00PM ET",9.297,"MIL","CHA",0,0,12.25
"PF/C","Johnny O'Bryant III",3000,"CHA@MIL 12/22/2017 08:00PM ET",10.074,"CHA","MIL",0,11,0
"SG/SF","Treveon Graham",3000,"CHA@MIL 12/22/2017 08:00PM ET",10.461,"CHA","MIL",3.02,0,0
"PF","Joel Bolomboy",3000,"CHA@MIL 12/22/2017 08:00PM ET",3.5,"MIL","CHA",0,0,0
"PG","Marcus Paige",3000,"CHA@MIL 12/22/2017 08:00PM ET",2.5,"CHA","MIL",0,0,0
"PF/C","Mangok Mathiang",3000,"CHA@MIL 12/22/2017 08:00PM ET",2.5,"CHA","MIL",0,0,0
"SG","Sterling Brown",3000,"CHA@MIL 12/22/2017 08:00PM ET",5.844,"MIL","CHA",0,0,4.75
"PF/C","DJ Wilson",3000,"CHA@MIL 12/22/2017 08:00PM ET",1.475,"MIL","CHA",0,0,0
"SG/SF","Rashad Vaughn",3000,"CHA@MIL 12/22/2017 08:00PM ET",7.433,"MIL","CHA",0,0,0
"SG/SF","Dwayne Bacon",3000,"CHA@MIL 12/22/2017 08:00PM ET",9.268,"CHA","MIL",0,0,0
"PG/SG","Malik Monk",3000,"CHA@MIL 12/22/2017 08:00PM ET",11.25,"CHA","MIL",4.32,0,0
