"Position","Name","Salary","GameInfo","AvgPointsPerGame","Team","Opponent","Projection","Projection_dfn","Actual_fpts"
"SG","Jamal Crawford",3500,"MIN@LAC 12/06/2017 10:30PM ET",14.64,"MIN","LAC",0,14.8,19.25
"SF/PF","Nemanja Bjelica",3500,"MIN@LAC 12/06/2017 10:30PM ET",13.514,"MIN","LAC",0,0,0
"SG/SF","Shabazz Muhammad",3500,"MIN@LAC 12/06/2017 10:30PM ET",7.25,"MIN","LAC",0,0,0
"PG/SG","Bryn Forbes",3500,"MIA@SA 12/06/2017 08:30PM ET",10.196,"SA","MIA",0,11.3,25.75
"PG","Dejounte Murray",3500,"MIA@SA 12/06/2017 08:30PM ET",18.01,"SA","MIA",0,0,0
"SF/PF","Sam Dekker",3400,"MIN@LAC 12/06/2017 10:30PM ET",7.474,"LAC","MIN",0,9.9,3.25
"SG","Brandon Paul",3400,"MIA@SA 12/06/2017 08:30PM ET",8.534,"SA","MIA",0,0,3.5
"SF/PF","Jamil Wilson",3200,"MIN@LAC 12/06/2017 10:30PM ET",8.688,"LAC","MIN",0,12,11.25
"SG","Sindarius Thornwell",3200,"MIN@LAC 12/06/2017 10:30PM ET",8.227,"LAC","MIN",0,8,8.5
"PG/SG","Aaron Brooks",3000,"MIN@LAC 12/06/2017 10:30PM ET",3.958,"MIN","LAC",0,0,0
"PG/SG","Patrick Beverley",3000,"MIN@LAC 12/06/2017 10:30PM ET",25.977,"LAC","MIN",0,0,0
"C","Cole Aldrich",3000,"MIN@LAC 12/06/2017 10:30PM ET",1.15,"MIN","LAC",0,0,0
"SG","CJ Williams",3000,"MIN@LAC 12/06/2017 10:30PM ET",6.222,"LAC","MIN",0,7.9,5
"C","Willie Reed",3000,"MIN@LAC 12/06/2017 10:30PM ET",10.345,"LAC","MIN",0,0,0
"SG/SF","Anthony Brown",3000,"MIN@LAC 12/06/2017 10:30PM ET",0,"MIN","LAC",0,0,0
"SG/SF","Marcus Georges-Hunt",3000,"MIN@LAC 12/06/2017 10:30PM ET",0.917,"MIN","LAC",0,0,0
"PF/C","Brice Johnson",3000,"MIN@LAC 12/06/2017 10:30PM ET",5.542,"LAC","MIN",0,0,0
"PG","Jawun Evans",3000,"MIN@LAC 12/06/2017 10:30PM ET",8.967,"LAC","MIN",0,0,14.5
"C","Justin Patton",3000,"MIN@LAC 12/06/2017 10:30PM ET",0,"MIN","LAC",0,0,0
"PF/C","Udonis Haslem",3000,"MIA@SA 12/06/2017 08:30PM ET",1.625,"MIA","SA",0,0,0
"SG/SF","Rodney McGruder",3000,"MIA@SA 12/06/2017 08:30PM ET",0,"MIA","SA",0,0,0
"SF/PF","Okaro White",3000,"MIA@SA 12/06/2017 08:30PM ET",8.45,"MIA","SA",0,0,0
"SF/PF","Davis Bertans",3000,"MIA@SA 12/06/2017 08:30PM ET",7.329,"SA","MIA",0,10.8,16.25
"SG/SF","Darrun Hilliard",3000,"MIA@SA 12/06/2017 08:30PM ET",2.167,"SA","MIA",0,0,0
"C","AJ Hammons",3000,"MIA@SA 12/06/2017 08:30PM ET",0,"MIA","SA",0,0,0
"SG","Matt Williams",3000,"MIA@SA 12/06/2017 08:30PM ET",0,"MIA","SA",0,0,0
"PF","Matt Costello",3000,"MIA@SA 12/06/2017 08:30PM ET",12.25,"SA","MIA",0,0,0
"PF/C","Joffrey Lauvergne",3000,"MIA@SA 12/06/2017 08:30PM ET",9.396,"SA","MIA",0,0,0
"PG/SG","Derrick Walton",3000,"MIA@SA 12/06/2017 08:30PM ET",1.417,"MIA","SA",0,0,0
"PF/C","Jordan Mickey",3000,"MIA@SA 12/06/2017 08:30PM ET",8.6,"MIA","SA",0,0,0
"PG/SG","Derrick White",3000,"MIA@SA 12/06/2017 08:30PM ET",7.25,"SA","MIA",0,0,0
