"Position","Name","Salary","GameInfo","AvgPointsPerGame","Team","Opponent","Projection","Projection_dfn","Actual_fpts"
"PF/C","Al Horford",6700,"WAS@BOS 12/25/2017 05:30PM ET",34.773,"BOS","WAS",0,33.8,0
"C","Clint Capela",6600,"HOU@OKC 12/25/2017 08:00PM ET",35.134,"HOU","OKC",0,32.9,0
"SG","Klay Thompson",6400,"CLE@GS 12/25/2017 03:00PM ET",33.394,"GS","CLE",0,34.4,0
"SG/SF","Brandon Ingram",6300,"MIN@LAL 12/25/2017 10:30PM ET",30.475,"LAL","MIN",0,31.7,0
"PF/C","Dario Saric",6200,"PHI@NY 12/25/2017 12:00PM ET",27.468,"PHI","NY",0,29.4,0
"SF/PF","Robert Covington",6100,"PHI@NY 12/25/2017 12:00PM ET",31.492,"PHI","NY",0,30.7,0
"PF/C","Enes Kanter",6100,"PHI@NY 12/25/2017 12:00PM ET",30.44,"NY","PHI",0,0,0
"PG","Jeff Teague",6000,"MIN@LAL 12/25/2017 10:30PM ET",31.138,"MIN","LAL",0,32.2,0
"PG","Isaiah Thomas",6000,"CLE@GS 12/25/2017 03:00PM ET",0,"CLE","GS",0,0,0
"SG/SF","Tim Hardaway",5900,"PHI@NY 12/25/2017 12:00PM ET",31.238,"NY","PHI",0,0,0
"PF/C","Taj Gibson",5800,"MIN@LAL 12/25/2017 10:30PM ET",26.53,"MIN","LAL",0,26.7,0
"SG/SF","Andrew Wiggins",5700,"MIN@LAL 12/25/2017 10:30PM ET",28.538,"MIN","LAL",0,27.1,0
"SG","Eric Gordon",5600,"HOU@OKC 12/25/2017 08:00PM ET",27.741,"HOU","OKC",0,31.1,0
"SF/PF","Carmelo Anthony",5600,"HOU@OKC 12/25/2017 08:00PM ET",30.82,"OKC","HOU",0,31.1,0
"C","Steven Adams",5500,"HOU@OKC 12/25/2017 08:00PM ET",29.964,"OKC","HOU",0,30.6,0
"SF/PF","Jayson Tatum",5400,"WAS@BOS 12/25/2017 05:30PM ET",26.806,"BOS","WAS",0,27,0
"SF/PF","Otto Porter",5300,"WAS@BOS 12/25/2017 05:30PM ET",30.033,"WAS","BOS",0,28,0
"SG/SF","Jaylen Brown",5200,"WAS@BOS 12/25/2017 05:30PM ET",26.848,"BOS","WAS",0,26,0
"SG","Kentavious Caldwell-Pope",5100,"MIN@LAL 12/25/2017 10:30PM ET",28.306,"LAL","MIN",0,27.4,0
"PF/C","Julius Randle",5000,"MIN@LAL 12/25/2017 10:30PM ET",25.081,"LAL","MIN",0,25.8,0
"SG/SF","JJ Redick",5000,"PHI@NY 12/25/2017 12:00PM ET",26.911,"PHI","NY",0,25.5,0
"SF/PF","Michael Beasley",5000,"PHI@NY 12/25/2017 12:00PM ET",17.99,"NY","PHI",0,0,0
"SG/SF","Trevor Ariza",5000,"HOU@OKC 12/25/2017 08:00PM ET",25.198,"HOU","OKC",0,27.7,0
"PG/SG","Dwyane Wade",5000,"CLE@GS 12/25/2017 03:00PM ET",24.608,"CLE","GS",0,25,0
"C","Marcin Gortat",4900,"WAS@BOS 12/25/2017 05:30PM ET",24.75,"WAS","BOS",0,19.9,0
"PF/C","Jordan Bell",4900,"CLE@GS 12/25/2017 03:00PM ET",15.278,"GS","CLE",0,16.6,0
"SG/SF","Marcus Smart",4800,"WAS@BOS 12/25/2017 05:30PM ET",24.529,"BOS","WAS",0,25.2,0
"SG/SF","Courtney Lee",4800,"PHI@NY 12/25/2017 12:00PM ET",24.945,"NY","PHI",0,0,0
"PG/SG","Jordan Clarkson",4700,"MIN@LAL 12/25/2017 10:30PM ET",22.742,"LAL","MIN",0,25.9,0
"SF/PF","PJ Tucker",4700,"HOU@OKC 12/25/2017 08:00PM ET",18.298,"HOU","OKC",0,21.2,0
"SF/PF","Marcus Morris",4600,"WAS@BOS 12/25/2017 05:30PM ET",23.281,"BOS","WAS",0,18.7,0
"PG","Jarrett Jack",4600,"PHI@NY 12/25/2017 12:00PM ET",20.742,"NY","PHI",0,0,0
"PF/C","Ryan Anderson",4600,"HOU@OKC 12/25/2017 08:00PM ET",21.325,"HOU","OKC",0,18.9,0
"PF","Mike Scott",4500,"WAS@BOS 12/25/2017 05:30PM ET",16.548,"WAS","BOS",0,14.7,0
"SG/SF","Kelly Oubre",4500,"WAS@BOS 12/25/2017 05:30PM ET",22.523,"WAS","BOS",0,18.7,0
"SF/PF","Larry Nance",4500,"MIN@LAL 12/25/2017 10:30PM ET",22.313,"LAL","MIN",0,15.3,0
"PF/C","Richaun Holmes",4500,"PHI@NY 12/25/2017 12:00PM ET",16.861,"PHI","NY",0,0,0
"SF/PF","Markieff Morris",4400,"WAS@BOS 12/25/2017 05:30PM ET",18.97,"WAS","BOS",0,19.6,0
"C","Brook Lopez",4400,"MIN@LAL 12/25/2017 10:30PM ET",24.705,"LAL","MIN",0,0,0
"SF/PF","Omri Casspi",4300,"CLE@GS 12/25/2017 03:00PM ET",16.19,"GS","CLE",0,10.6,0
"PF/C","Trevor Booker",4200,"PHI@NY 12/25/2017 12:00PM ET",21.7,"PHI","NY",0,12.4,0
"PG/SG","Terry Rozier",4100,"WAS@BOS 12/25/2017 05:30PM ET",19.347,"BOS","WAS",0,16.7,0
"SF/PF","Jeff Green",4100,"CLE@GS 12/25/2017 03:00PM ET",19.22,"CLE","GS",0,19.5,0
"PG","TJ McConnell",4000,"PHI@NY 12/25/2017 12:00PM ET",20.074,"PHI","NY",0,15.9,0
"SG/SF","JR Smith",4000,"CLE@GS 12/25/2017 03:00PM ET",17.766,"CLE","GS",0,17.7,0
"SG","Jamal Crawford",3900,"MIN@LAL 12/25/2017 10:30PM ET",15.614,"MIN","LAL",0,17.1,0
"PF/C","Kyle O'Quinn",3900,"PHI@NY 12/25/2017 12:00PM ET",19.305,"NY","PHI",0,0,0
"PG/SG","Frank Ntilikina",3900,"PHI@NY 12/25/2017 12:00PM ET",15.517,"NY","PHI",0,0,0
"SG/SF","Andre Iguodala",3900,"CLE@GS 12/25/2017 03:00PM ET",18.223,"GS","CLE",0,21,0
"PG/SG","Jerryd Bayless",3800,"PHI@NY 12/25/2017 12:00PM ET",16.442,"PHI","NY",0,12.9,0
"PG/SG","Markelle Fultz",3800,"PHI@NY 12/25/2017 12:00PM ET",12.438,"PHI","NY",0,0,0
"C","Nene Hilario",3800,"HOU@OKC 12/25/2017 08:00PM ET",14.033,"HOU","OKC",0,14.9,0
"PG","Jose Calderon",3800,"CLE@GS 12/25/2017 03:00PM ET",11.438,"CLE","GS",0,14.5,0
"PG/SG","Tomas Satoransky",3700,"WAS@BOS 12/25/2017 05:30PM ET",13.781,"WAS","BOS",0,9.4,0
"PG","Tim Frazier",3700,"WAS@BOS 12/25/2017 05:30PM ET",12.711,"WAS","BOS",0,0,0
"C","Aron Baynes",3700,"WAS@BOS 12/25/2017 05:30PM ET",14.965,"BOS","WAS",0,13.4,0
"PG/SG","Josh Hart",3700,"MIN@LAL 12/25/2017 10:30PM ET",10.74,"LAL","MIN",0,13.2,0
"PF/C","Amir Johnson",3700,"PHI@NY 12/25/2017 12:00PM ET",15.433,"PHI","NY",0,9,0
"SF/PF","Doug McDermott",3700,"PHI@NY 12/25/2017 12:00PM ET",14.898,"NY","PHI",0,0,0
"SF/PF","Jerami Grant",3700,"HOU@OKC 12/25/2017 08:00PM ET",16.289,"OKC","HOU",0,13.1,0
"PG/SF","Patrick McCaw",3700,"CLE@GS 12/25/2017 03:00PM ET",9.92,"GS","CLE",0,11.7,0
"PG/SG","Shaun Livingston",3600,"CLE@GS 12/25/2017 03:00PM ET",11.038,"GS","CLE",0,14.4,0
"SG/SF","Kyle Korver",3600,"CLE@GS 12/25/2017 03:00PM ET",17.242,"CLE","GS",0,15.2,0
"SG/SF","Corey Brewer",3500,"MIN@LAL 12/25/2017 10:30PM ET",7.234,"LAL","MIN",0,6.7,0
"PF/C","Guillermo Hernangomez",3500,"PHI@NY 12/25/2017 12:00PM ET",11.817,"NY","PHI",0,0,0
"PF/C","David West",3500,"CLE@GS 12/25/2017 03:00PM ET",16.806,"GS","CLE",0,13.6,0
"SF/PF","Jae Crowder",3500,"CLE@GS 12/25/2017 03:00PM ET",15.75,"CLE","GS",0,15.7,0
"PF/C","Tristan Thompson",3500,"CLE@GS 12/25/2017 03:00PM ET",11.981,"CLE","GS",0,12.5,0
"C","Ian Mahinmi",3400,"WAS@BOS 12/25/2017 05:30PM ET",10.919,"WAS","BOS",0,11.2,0
"PF/C","Daniel Theis",3400,"WAS@BOS 12/25/2017 05:30PM ET",12.61,"BOS","WAS",0,15.2,0
"PG/SG","Tyus Jones",3400,"MIN@LAL 12/25/2017 10:30PM ET",12.333,"MIN","LAL",0,10.7,0
"PF/C","Gorgui Dieng",3400,"MIN@LAL 12/25/2017 10:30PM ET",16.167,"MIN","LAL",0,14.3,0
"SG/SF","Damyean Dotson",3400,"PHI@NY 12/25/2017 12:00PM ET",6.056,"NY","PHI",0,0,0
"SG/SF","Andre Roberson",3400,"HOU@OKC 12/25/2017 08:00PM ET",15.411,"OKC","HOU",0,16.2,0
"SF/PF","Kevon Looney",3400,"CLE@GS 12/25/2017 03:00PM ET",8.298,"GS","CLE",0,0,0
"PG/SG","Iman Shumpert",3400,"CLE@GS 12/25/2017 03:00PM ET",12.192,"CLE","GS",0,0,0
"PG","Derrick Rose",3400,"CLE@GS 12/25/2017 03:00PM ET",19.786,"CLE","GS",0,0,0
"PG","Shane Larkin",3300,"WAS@BOS 12/25/2017 05:30PM ET",7.84,"BOS","WAS",0,0,0
"SF/PF","Nemanja Bjelica",3300,"MIN@LAL 12/25/2017 10:30PM ET",13.514,"MIN","LAL",0,9.7,0
"SG/SF","Shabazz Muhammad",3300,"MIN@LAL 12/25/2017 10:30PM ET",7.25,"MIN","LAL",0,0,0
"SF/PF","Lance Thomas",3300,"PHI@NY 12/25/2017 12:00PM ET",9.284,"NY","PHI",0,0,0
"SG/SF","Timothe Luwawu-Cabarrot",3300,"PHI@NY 12/25/2017 12:00PM ET",10.942,"PHI","NY",0,0,0
"PG/SG","Ron Baker",3300,"PHI@NY 12/25/2017 12:00PM ET",11,"NY","PHI",0,0,0
"SG/SF","Alex Abrines",3300,"HOU@OKC 12/25/2017 08:00PM ET",9.508,"OKC","HOU",0,8.1,0
"PF/C","Channing Frye",3300,"CLE@GS 12/25/2017 03:00PM ET",9.4,"CLE","GS",0,0,0
"C","Zaza Pachulia",3300,"CLE@GS 12/25/2017 03:00PM ET",14.6,"GS","CLE",0,14,0
"SG","Nick Young",3300,"CLE@GS 12/25/2017 03:00PM ET",10.976,"GS","CLE",0,9.7,0
"SG/SF","Semi Ojeleye",3200,"WAS@BOS 12/25/2017 05:30PM ET",6.279,"BOS","WAS",0,0,0
"C","Ivica Zubac",3200,"MIN@LAL 12/25/2017 10:30PM ET",1.333,"LAL","MIN",0,0,0
"PF/C","Patrick Patterson",3200,"HOU@OKC 12/25/2017 08:00PM ET",8.265,"OKC","HOU",0,8.2,0
"SF/PF","Luc Richard Mbah a Moute",3200,"HOU@OKC 12/25/2017 08:00PM ET",15.948,"HOU","OKC",0,0,0
"C","JaVale McGee",3200,"CLE@GS 12/25/2017 03:00PM ET",8.732,"GS","CLE",0,0,0
"SG","Jodie Meeks",3100,"WAS@BOS 12/25/2017 05:30PM ET",11.242,"WAS","BOS",0,10.2,0
"PG","Ramon Sessions",3100,"PHI@NY 12/25/2017 12:00PM ET",10.545,"NY","PHI",0,0,0
"PG/SG","Raymond Felton",3100,"HOU@OKC 12/25/2017 08:00PM ET",13.886,"OKC","HOU",0,11.7,0
"PG","Quinn Cook",3100,"CLE@GS 12/25/2017 03:00PM ET",7.075,"GS","CLE",0,0,0
"SG","Sheldon Mac",3000,"WAS@BOS 12/25/2017 05:30PM ET",0,"WAS","BOS",0,0,0
"PF/C","Chris McCullough",3000,"WAS@BOS 12/25/2017 05:30PM ET",6.05,"WAS","BOS",0,0,0
"SG","Devin Robinson",3000,"WAS@BOS 12/25/2017 05:30PM ET",0,"WAS","BOS",0,0,0
"PF/C","Jason Smith",3000,"WAS@BOS 12/25/2017 05:30PM ET",6.933,"WAS","BOS",0,0,0
"PF","Mike Young",3000,"WAS@BOS 12/25/2017 05:30PM ET",0,"WAS","BOS",0,0,0
"SG","Jabari Bird",3000,"WAS@BOS 12/25/2017 05:30PM ET",3.667,"BOS","WAS",0,0,0
"PF/C","Guerschon Yabusele",3000,"WAS@BOS 12/25/2017 05:30PM ET",4.654,"BOS","WAS",0,0,0
"SG","Kadeem Allen",3000,"WAS@BOS 12/25/2017 05:30PM ET",2.5,"BOS","WAS",0,0,0
"PF","Abdel Nader",3000,"WAS@BOS 12/25/2017 05:30PM ET",4.547,"BOS","WAS",0,0,0
"SG/SF","Gordon Hayward",3000,"WAS@BOS 12/25/2017 05:30PM ET",3.25,"BOS","WAS",0,0,0
"SG/SF","Anthony Brown",3000,"MIN@LAL 12/25/2017 10:30PM ET",0,"MIN","LAL",0,0,0
"C","Cole Aldrich",3000,"MIN@LAL 12/25/2017 10:30PM ET",1.625,"MIN","LAL",0,0,0
"SG/SF","Marcus Georges-Hunt",3000,"MIN@LAL 12/25/2017 10:30PM ET",1.75,"MIN","LAL",0,0,0
"PG/SG","Aaron Brooks",3000,"MIN@LAL 12/25/2017 10:30PM ET",4.25,"MIN","LAL",0,0,0
"C","Justin Patton",3000,"MIN@LAL 12/25/2017 10:30PM ET",0,"MIN","LAL",0,0,0
"PF/C","Thomas Bryant",3000,"MIN@LAL 12/25/2017 10:30PM ET",1,"LAL","MIN",0,0,0
"PG/SG","Vander Blue",3000,"MIN@LAL 12/25/2017 10:30PM ET",0.938,"LAL","MIN",0,0,0
"PG/SG","Tyler Ennis",3000,"MIN@LAL 12/25/2017 10:30PM ET",4.154,"LAL","MIN",0,8,0
"SF/PF","Luol Deng",3000,"MIN@LAL 12/25/2017 10:30PM ET",5,"LAL","MIN",0,0,0
"C","Andrew Bogut",3000,"MIN@LAL 12/25/2017 10:30PM ET",7.917,"LAL","MIN",0,10.7,0
"PG/SG","Alex Caruso",3000,"MIN@LAL 12/25/2017 10:30PM ET",3,"LAL","MIN",0,8.9,0
"PG","Jacob Pullen",3000,"PHI@NY 12/25/2017 12:00PM ET",0.5,"PHI","NY",0,0,0
"SG/SF","Justin Anderson",3000,"PHI@NY 12/25/2017 12:00PM ET",9.875,"PHI","NY",0,0,0
"PF","James Michael McAdoo",3000,"PHI@NY 12/25/2017 12:00PM ET",3.5,"PHI","NY",0,0,0
"SG/SF","Furkan Korkmaz",3000,"PHI@NY 12/25/2017 12:00PM ET",3.583,"PHI","NY",0,0,0
"PF","Luke Kornet",3000,"PHI@NY 12/25/2017 12:00PM ET",0,"NY","PHI",0,0,0
"PF","Isaiah Hicks",3000,"PHI@NY 12/25/2017 12:00PM ET",0,"NY","PHI",0,0,0
"C","Joakim Noah",3000,"PHI@NY 12/25/2017 12:00PM ET",7.188,"NY","PHI",0,0,0
"C","Dakari Johnson",3000,"HOU@OKC 12/25/2017 08:00PM ET",6.333,"OKC","HOU",0,0,0
"SF","Daniel Hamilton",3000,"HOU@OKC 12/25/2017 08:00PM ET",0,"OKC","HOU",0,0,0
"PG/SG","PJ Dozier",3000,"HOU@OKC 12/25/2017 08:00PM ET",0,"OKC","HOU",0,0,0
"SG/SF","Terrance Ferguson",3000,"HOU@OKC 12/25/2017 08:00PM ET",2.413,"OKC","HOU",0,0,0
"SF/PF","Josh Huestis",3000,"HOU@OKC 12/25/2017 08:00PM ET",6.898,"OKC","HOU",0,9.9,0
"SG/SF","Kyle Singler",3000,"HOU@OKC 12/25/2017 08:00PM ET",4.25,"OKC","HOU",0,0,0
"PF/C","Nick Collison",3000,"HOU@OKC 12/25/2017 08:00PM ET",3.625,"OKC","HOU",0,0,0
"PG","Briante Weber",3000,"HOU@OKC 12/25/2017 08:00PM ET",2.95,"HOU","OKC",0,10.6,0
"PG","Bobby Brown",3000,"HOU@OKC 12/25/2017 08:00PM ET",4.292,"HOU","OKC",0,0,0
"PG","Demetrius Jackson",3000,"HOU@OKC 12/25/2017 08:00PM ET",2.854,"HOU","OKC",0,0,0
"PF/C","Tarik Black",3000,"HOU@OKC 12/25/2017 08:00PM ET",7.708,"HOU","OKC",0,0,0
"SG","Troy Williams",3000,"HOU@OKC 12/25/2017 08:00PM ET",3.25,"HOU","OKC",0,0,0
"PF/C","Chinanu Onuaku",3000,"HOU@OKC 12/25/2017 08:00PM ET",0,"HOU","OKC",0,0,0
"PF/C","Zhou Qi",3000,"HOU@OKC 12/25/2017 08:00PM ET",3.731,"HOU","OKC",0,0,0
"PF","Chris Boucher",3000,"CLE@GS 12/25/2017 03:00PM ET",0,"GS","CLE",0,0,0
"C","Damian Jones",3000,"CLE@GS 12/25/2017 03:00PM ET",1.25,"GS","CLE",0,0,0
"PG","London Perrantes",3000,"CLE@GS 12/25/2017 03:00PM ET",0,"CLE","GS",0,0,0
"SG/SF","John Holland",3000,"CLE@GS 12/25/2017 03:00PM ET",1.833,"CLE","GS",0,0,0
"PF/C","Ante Zizic",3000,"CLE@GS 12/25/2017 03:00PM ET",3.775,"CLE","GS",0,0,0
"SG/SF","Cedi Osman",3000,"CLE@GS 12/25/2017 03:00PM ET",5.522,"CLE","GS",0,0,0
